uii_code,name,region,province,city_municipality,sector,latitude,longitude,coord_status,is_multi_campus
,Computer Technologies Institute of Zamboanga City,Region 09,Zamboanga del Sur,Zamboanga City,Private,6.9124461,122.0571927,valid,False
09006,DMC College Foundation,Region 09,Zamboanga del Norte,DIPOLOG CITY,Private,8.5721196,123.3461048,valid,False
,Dipolog City Institute of Technology,Region 09,Zamboanga del Norte,DIPOLOG CITY,Private,8.5929187,123.3491197,valid,False
09008,Dr. Aurelio Mendoza Memorial Colleges,Region 09,Zamboanga Sibugay,Ipil,Private,7.77908,122.587836,valid,False
,Eastern Mindanao College of Technology,Region 09,Zamboanga del Sur,PAGADIAN CITY (Capital),Private,7.8300263,123.4336666,valid,False
09049,Ebenezer Bible College and Seminary,Region 09,Zamboanga del Sur,Zamboanga City,Private,6.9236803,122.0243995,valid,False
,Emmauss College of Theology Foundation,Region 09,Zamboanga del Sur,Zamboanga City,Private,6.9409769,121.9945659,valid,False
,Ferndale College â�?��?? Zamboanga Peninsula,Region 09,Zamboanga del Sur,Zamboanga City,Private,6.9160669,122.0801284,valid,False
,HMIJ Foundation Philippine Islamic College,Region 09,Zamboanga del Sur,Zamboanga City,Private,6.9114603,122.0668876,valid,False
09079,Hyrons College Philippines,Region 09,Zamboanga del Sur,Tukuran,Private,7.850102,123.5798781,valid,False
09009,Immaculate Conception Archdiocesan School,Region 09,Zamboanga del Sur,Zamboanga City,Private,6.9162131,122.0880114,valid,False
09048,Jose Rizal Memorial State University - Main,Region 09,Zamboanga del Norte,Dapitan City,Public SUC Main,8.6559176,123.422625,valid,False
09053,Jose Rizal Memorial State University-Dipolog,Region 09,Zamboanga del Norte,DIPOLOG CITY,Public SUC Satellite,8.5831986,123.3499189,valid,False
09012,Jose Rizal Memorial State University-Katipunan Campus,Region 09,Zamboanga del Norte,Dapitan City,Public SUC Satellite,8.509171,123.286122,valid,False
,Jose Rizal Memorial State University-Sibuco,Region 09,Zamboanga del Norte,Sibuco,Public SUC Satellite,7.3120722,122.1291843,valid,False
09054,Jose Rizal Memorial State University-Siocon,Region 09,Zamboanga del Norte,Siocon,Public SUC Satellite,7.7055412,122.1413599,valid,False
09081,Jose Rizal Memorial State University-Tampilisan,Region 09,Zamboanga del Norte,Dapitan City,Public SUC Satellite,8.6559176,123.422625,valid,False
,Josefina H. Cerilles State College,Region 09,Zamboanga del Sur,San Miguel,Public SUC Main,7.7099164,123.2907391,valid,False
,Josefina H. Cerilles State College - Dumingag,Region 09,Zamboanga del Sur,Dumingag,Public SUC Satellite,8.1544294,123.3526687,valid,False
,Josefina H. Cerilles State College-Canuto M.S. Enerio College of Arts and Trades,Region 09,Zamboanga del Sur,Lakewood,Public SUC Satellite,7.855838,123.160202,valid,False
,Juan S. Alano Memorial School,Region 09,BASILAN,Isabela City,Private,6.704775,121.9743454,valid,False
09071,Lucan Central Colleges,Region 09,Zamboanga del Sur,PAGADIAN CITY (Capital),Private,7.825296,123.4395846,valid,False
09014,Marian College,Region 09,Zamboanga Sibugay,Ipil,Private,7.7835703,122.5840737,valid,False
09065,Medina College-Ipil,Region 09,Zamboanga Sibugay,Ipil,Private,7.7680836,122.5719776,valid,False
09041,Medina College-Pagadian,Region 09,Zamboanga del Sur,PAGADIAN CITY (Capital),Private,7.8395147,123.4502694,valid,False
09101,Metro Zampen College,Region 09,Zamboanga del Sur,Zamboanga City,Private,6.9147374,122.0724429,valid,False
,Mindanao State University-Buug College,Region 09,Zamboanga Sibugay,Buug,Public SUC Satellite,7.7239098,123.0588554,valid,False
09083,Nuevo Zamboanga College,Region 09,Zamboanga del Sur,Zamboanga City,Private,6.9020765,122.0795014,valid,False
09096,Our Lady of Triumph Institute of Technology,Region 09,Zamboanga del Sur,PAGADIAN CITY (Capital),Private,8.1494874,123.8253779,valid,False
09043,Pagadian Capitol College,Region 09,Zamboanga del Sur,PAGADIAN CITY (Capital),Private,7.85864,123.416,valid,False
,Pagadian City International College,Region 09,Zamboanga del Sur,PAGADIAN CITY (Capital),Public LUC,7.8336147,123.4312091,valid,False
09017,Philippine Advent College,Region 09,Zamboanga del Norte,Sindangan,Private,8.2453578,123.0017534,valid,False
09104,Philippine Advent College - Leon B. Postigo Campus,Region 09,Zamboanga del Norte,Sindangan,Private,8.2453578,123.0017534,valid,False
09085,Philippine Advent College-Salug,Region 09,Zamboanga del Norte,Salug,Private,8.1062461,122.7774625,valid,False
,Philippine Technological and Marine Sciences-Zamboanga del Sur,Region 09,Zamboanga del Sur,PAGADIAN CITY (Capital),Private,7.824856,123.425715,valid,False
09018,Pilar Colege of Zamboanga City,Region 09,Zamboanga del Sur,Zamboanga City,Private,6.9084084,122.0646777,valid,False
09019,Rizal Memorial Institute of Dapitan City,Region 09,Zamboanga del Norte,Dapitan City,Private,8.6548729,123.4250628,valid,False
,STI College - Dipolog,Region 09,Zamboanga del Norte,DIPOLOG CITY,Private,8.584795,123.341434,valid,False
,STI College-Zamboanga,Region 09,Zamboanga del Sur,Zamboanga City,Private,6.9071675,122.078729,valid,False
09020,Saint Columban College,Region 09,Zamboanga del Sur,PAGADIAN CITY (Capital),Private,7.8267956,123.438628,valid,False
09024,Saint Estanislao Kostka College,Region 09,Zamboanga del Norte,Manukan,Private,8.4553621,123.1009594,valid,False
09022,Saint Joseph College of Sindangan,Region 09,Zamboanga del Norte,Sindangan,Private,8.2377757,123.0007273,valid,False
09023,Saint Vincent's College,Region 09,Zamboanga del Norte,DIPOLOG CITY,Private,8.5824385,123.3450532,valid,False
09072,Sibugay Technical Institute,Region 09,Zamboanga Sibugay,Ipil,Private,7.785663,122.586329,valid,False
09027,Southern City Colleges,Region 09,Zamboanga del Sur,Zamboanga City,Private,6.9045724,122.0802109,valid,False
09094,Southern City Colleges-West Campus,Region 09,Zamboanga del Sur,Zamboanga City,Private,6.919267,122.0535833,valid,False
09026,Southern Mindanao College-Agro Tech,Region 09,Zamboanga del Sur,Dumalinao,Private,7.8181396,123.3655414,valid,False
09028,Southern Mindanao Colleges,Region 09,Zamboanga del Sur,PAGADIAN CITY (Capital),Private,7.8225485,123.4374046,valid,False
09070,Southern Peninsula College,Region 09,Zamboanga del Norte,Labason,Private,8.0687203,122.5234433,valid,False
09021,St. John College of Buug Foundation,Region 09,Zamboanga Sibugay,Buug,Private,7.7279979,123.0580853,valid,False
09050,St. Mary's College of Labason,Region 09,Zamboanga del Norte,Labason,Private,8.0650178,122.5230806,valid,False
09031,Universidad de Zamboanga,Region 09,Zamboanga del Sur,Zamboanga City,Private,7.0876198,122.1289978,valid,False
09074,Universidad de Zamboanga - Pagadian,Region 09,Zamboanga del Sur,PAGADIAN CITY (Capital),Private,7.8371944,123.4671772,valid,False
09062,Universidad de Zamboanga-Ipil,Region 09,Zamboanga Sibugay,Ipil,Private,7.7827982,122.5883728,valid,False
09097,West Prime Horizon Institute,Region 09,Zamboanga del Sur,PAGADIAN CITY (Capital),Private,7.8274256,123.4410066,valid,False
09069,Western Mindanao Foundation College,Region 09,Zamboanga del Sur,Zamboanga City,Private,6.9135942,122.0613726,valid,False
09030,Western Mindanao State University,Region 09,Zamboanga del Sur,Zamboanga City,Public SUC Main,6.9135942,122.0613726,valid,False
09030a,Western Mindanao State University-Alicia,Region 09,Zamboanga Sibugay,Alicia,Public SUC Satellite,7.5241801,122.9663018,valid,False
09030b,Western Mindanao State University-Aurora,Region 09,Zamboanga del Sur,Aurora,Public SUC Satellite,7.943707,123.5917962,valid,False
09030o,Western Mindanao State University-Curuan,Region 09,Zamboanga del Sur,Zamboanga City,Public SUC Satellite,6.9135942,122.0613726,valid,False
09030c,Western Mindanao State University-Diplahan,Region 09,Zamboanga Sibugay,Diplahan,Public SUC Satellite,7.6499681,122.9466604,valid,False
09030d,Western Mindanao State University-Imelda,Region 09,Zamboanga Sibugay,Imelda,Public SUC Satellite,7.6499681,122.9466604,valid,False
09030e,Western Mindanao State University-Ipil,Region 09,Zamboanga Sibugay,Ipil,Public SUC Satellite,7.7879623,122.5788089,valid,False
09030f,Western Mindanao State University-Mabuhay,Region 09,Zamboanga Sibugay,Mabuhay,Public SUC Satellite,7.3097194,122.8452158,valid,False
09030g,Western Mindanao State University-Malangas,Region 09,Zamboanga Sibugay,Malangas,Public SUC Satellite,7.63676,123.0423203,valid,False
09030h,Western Mindanao State University-Molave,Region 09,Zamboanga del Sur,Molave,Public SUC Satellite,7.943707,123.5917962,valid,False
09030n,Western Mindanao State University-Naga,Region 09,Zamboanga Sibugay,Naga,Public SUC Satellite,7.7801653,122.5894906,valid,False
09030i,Western Mindanao State University-Olutanga,Region 09,Zamboanga Sibugay,Olutanga,Public SUC Satellite,7.3097194,122.8452158,valid,False
09030j,Western Mindanao State University-Pagadian,Region 09,Zamboanga del Sur,PAGADIAN CITY (Capital),Public SUC Satellite,7.8468697,123.4458284,valid,False
09030l,Western Mindanao State University-Siay,Region 09,Zamboanga Sibugay,Siay,Public SUC Satellite,7.7119639,122.8654586,valid,False
09030m,Western Mindanao State University-Tungawan,Region 09,Zamboanga Sibugay,Tungawan,Public SUC Satellite,7.7801653,122.5894906,valid,False
09087,Yllana Bay View College,Region 09,Zamboanga del Sur,PAGADIAN CITY (Capital),Private,7.8244996,123.4326323,valid,False
09095,ZAMSULA Everlasting College,Region 09,Zamboanga del Norte,Salug,Private,8.1085973,122.7598818,valid,False
,Zamboanga Del Sur Maritime Institute of Technology,Region 09,Zamboanga del Sur,PAGADIAN CITY (Capital),Private,7.8397033,123.4343445,valid,False
09032,Zamboanga Peninsula Polytechnic State University,Region 09,Zamboanga del Sur,Zamboanga City,Public SUC Main,6.9127833,122.0590657,valid,False
09035,Zamboanga State College of Marine Sciences and Technology,Region 09,Zamboanga del Sur,Zamboanga City,Public SUC Main,6.9001429,122.0836461,valid,False
09090,Zamboanga del Sur Provincial Government College,Region 09,Zamboanga del Sur,Aurora,Public LUC,7.9476496,123.5878464,valid,False
09099,Zamboanga del Sur Provincial Government College - Pagadian,Region 09,Zamboanga Del Sur,PAGADIAN CITY (Capital),Public LUC,7.9476496,123.5878464,valid,False
10115,ACLC College of Bukidnon,Region 10,Bukidnon,Valencia City,Private,7.9154641,125.0920342,valid,False
12039,Adventist Medical Center College,Region 10,Lanao Del Norte,Iligan City,Private,8.2404637,124.2478552,valid,False
10109,Adventist Technological Institute,Region 10,Misamis Occidental,Jimenez,Private,8.3477285,123.8298866,valid,False
10012,Blessed Mother College,Region 10,Misamis Oriental,CAGAYAN DE ORO CITY,Private,8.4821913,124.6447308,valid,False
10014,Bukidnon State University,Region 10,Bukidnon,Malaybalay City,Public SUC Main,8.1574161,125.1248502,valid,False
10014a,Bukidnon State University-Alubijid ESC,Region 10,Misamis Oriental,Alubijid,Public SUC Satellite,8.5744992,124.4740188,valid,False
10014b,Bukidnon State University-Baungon BSU,Region 10,Bukidnon,Baungon,Public SUC Satellite,8.2633635,124.6635297,valid,False
10134,Bukidnon State University-Cabanglasan ESC,Region 10,Bukidnon,Cabanglasan,Public SUC Satellite,8.1146301,125.3132182,valid,False
10135,Bukidnon State University-Damulog Satellite ESC,Region 10,Bukidnon,Damulog,Public SUC Satellite,7.4602033,124.9727096,valid,False
10139,Bukidnon State University-Impasugong,Region 10,Bukidnon,Impasugong,Public SUC Satellite,8.1574161,125.1248502,valid,False
10014z,Bukidnon State University-Kadingilan,Region 10,Bukidnon,Kadingilan,Public SUC Satellite,7.5047399,124.8844867,valid,False
10014f,Bukidnon State University-Kalilangan BSU,Region 10,Bukidnon,Kalilangan,Public SUC Satellite,7.7622595,124.7557562,valid,False
10136,Bukidnon State University-Kitaotao Satellite ESC,Region 10,Bukidnon,Kitaotao,Public SUC Satellite,8.1574161,125.1248502,valid,False
10014aa,Bukidnon State University-Libona,Region 10,Bukidnon,Libona,Public SUC Satellite,8.3806797,124.7041462,valid,False
10014y,Bukidnon State University-Malitbog,Region 10,Bukidnon,Malitbog,Public SUC Satellite,8.1574161,125.1248502,valid,False
10014l,Bukidnon State University-Medina ESC,Region 10,Misamis Oriental,Medina,Public SUC Satellite,8.9335329,124.9825595,valid,False
10137,Bukidnon State University-Quezon Satellite ESC,Region 10,Bukidnon,Quezon,Public SUC Satellite,14.0313906,122.1130909,valid,False
10138,Bukidnon State University-San Fernando Satellite ESC,Region 10,Bukidnon,San Fernando,Public SUC Satellite,8.1574161,125.1248502,valid,False
10014t,Bukidnon State University-Sugbongcogon ESC,Region 10,Misamis Oriental,Sugbongcogon,Public SUC Satellite,8.9548136,124.787972,valid,False
10014v,Bukidnon State University-Talakag BSU,Region 10,Bukidnon,Talakag,Public SUC Satellite,8.2341319,124.6003807,valid,False
10014w,Bukidnon State University-Talisayan ESC,Region 10,Misamis Oriental,Talisayan,Public SUC Satellite,8.8869572,124.7895481,valid,False
10018,Cagayan De Oro College,Region 10,Misamis Oriental,CAGAYAN DE ORO CITY,Private,8.4817536,124.6359652,valid,False
10020,Camiguin Polytechnic State College,Region 10,Camiguin,MAMBAJAO (Capital),Public SUC Main,9.2432153,124.7305673,valid,False
10017,Capitol University,Region 10,Misamis Oriental,CAGAYAN DE ORO CITY,Private,8.488587,124.6519477,valid,False
10022,Central Mindanao University,Region 10,Bukidnon,Maramag,Public SUC Main,7.8592468,125.0515164,valid,False
12094,Christ The King College De Maranding,Region 10,Lanao Del Norte,Lala,Private,7.9260028,123.7721192,valid,False
10023,Christ the King College,Region 10,Misamis Oriental,Gingoog City,Private,8.8233528,125.1021445,valid,False
10126,City College of El Salvador,Region 10,Misamis Oriental,El Salvador City,Public LUC,8.5591371,124.5236684,valid,False
,Colegio De Santo Ni�?±o De Jasaan,Region 10,Misamis Oriental,Jasaan,Private,8.81178,124.9509964,valid,False
10127,Community College of Gingoog City,Region 10,Misamis Oriental,Gingoog City,Public LUC,8.8225728,125.1049601,valid,False
10116,Don Carlos Polytechnic College,Region 10,Bukidnon,Don Carlos,Public LUC,7.688014,124.9995221,valid,False
10107,Dr. Solomon U. Molina College,Region 10,Misamis Occidental,OROQUIETA CITY (Capital),Private,8.475754,123.7908931,valid,False
10029,Fatima College of Camiguin,Region 10,Camiguin,MAMBAJAO (Capital),Private,9.249813,124.7141448,valid,False
10031,Gingoog Christian College,Region 10,Misamis Oriental,Gingoog City,Private,8.8227318,125.0998018,valid,False
10030,Gingoog City College,Region 10,Misamis Oriental,Gingoog City,Private,8.8225728,125.1049601,valid,False
10059,Golden Heritage Polytechnic College,Region 10,Misamis Oriental,CAGAYAN DE ORO CITY,Private,8.4783892,124.638723,valid,False
10032,Gov. Alfonso D. Tan College,Region 10,Misamis Occidental,Tangub City,Public LUC,8.0651147,123.7573385,valid,False
10117,IBA College of Mindanao,Region 10,Bukidnon,CITY OF VALENCIA,Private,7.9074817,125.0915344,valid,False
12018,Iligan Capitol College,Region 10,Lanao Del Norte,Iligan City,Private,8.2223592,124.2406176,valid,False
12020,Iligan Medical Center College,Region 10,Lanao Del Norte,Iligan City,Private,8.2307004,124.2494812,valid,False
10112,Initao College,Region 10,Misamis Oriental,Initao,Public LUC,8.5135661,124.3097435,valid,False
10034,La Salle University,Region 10,Misamis Occidental,OZAMIZ CITY,Private,8.1459962,123.8458707,valid,False
12096,Lanao School of Science and Technology,Region 10,Lanao Del Norte,Lala,Private,7.9359997,123.7738628,valid,False
10036,Liceo De Cagayan University,Region 10,Misamis Oriental,CAGAYAN DE ORO CITY,Private,8.4860292,124.6391727,valid,False
10037,Lourdes College,Region 10,Misamis Oriental,CAGAYAN DE ORO CITY,Private,8.4671248,124.6470488,valid,False
12090,Lyceum of Iligan Foundation,Region 10,Lanao Del Norte,Iligan City,Private,8.2173758,124.2371562,valid,False
10128,Magsaysay College,Region 10,Misamis Oriental,Magsaysay,Public LUC,9.0183549,125.1801565,valid,False
12100,Masters Technological Institute of Mindanao,Region 10,Lanao Del Norte,Iligan City,Private,8.2299383,124.2379273,valid,False
10039,Medina College,Region 10,Misamis Occidental,OZAMIZ CITY,Private,8.1662568,123.8592125,valid,False
10040,Medina Foundation College,Region 10,Misamis Occidental,Sapang Dalaga,Private,8.541735,123.5679344,valid,False
10041,Mindanao Arts and Technological Institute,Region 10,Bukidnon,Malaybalay City,Private,8.1511678,125.1364687,valid,False
12042,Mindanao State University - Iligan Institute of Technology,Region 10,Lanao Del Norte,Iligan City,Public SUC Satellite,8.239755,124.244765,valid,False
12028,Mindanao State University-Lanao Del Norte Agricultural College,Region 10,Lanao Del Norte,SULTAN NAGA DIMAPORO (KAROMATAN),Public SUC Satellite,7.7911648,123.7346391,valid,False
12033,Mindanao State University-Maigo School of Arts and Trades,Region 10,Lanao Del Norte,Maigo,Public SUC Satellite,8.1604104,123.9599913,valid,False
10108,Mindanao State University-Naawan,Region 10,Misamis Oriental,Naawan,Public SUC Satellite,8.4286368,124.2876362,valid,False
10044,Misamis Institute of Technology,Region 10,Misamis Occidental,OZAMIZ CITY,Private,8.1182939,123.7990572,valid,False
10118,Misamis Oriental Institute of Science and Technology,Region 10,Misamis Oriental,Balingasag,Private,8.7489122,124.7774493,valid,False
10046,Misamis University,Region 10,Misamis Occidental,OZAMIZ CITY,Private,8.1501544,123.8407669,valid,False
10047,Misamis University-Oroquieta City,Region 10,Misamis Occidental,OROQUIETA CITY (Capital),Private,8.4834706,123.8049283,valid,False
10049,Mountain View College,Region 10,Bukidnon,Valencia City,Private,7.9810757,125.0092369,valid,False
12003,North Central Mindanao College,Region 10,Lanao Del Norte,Lala,Private,7.9226381,123.7768252,valid,False
10114,Northern Bukidnon State College,Region 10,Bukidnon,Manolo Fortich,Public SUC Main,8.359999,124.868103,valid,False
10063,Northwestern Mindanao Christian Colleges,Region 10,Misamis Occidental,Tudela,Private,8.246691,123.8418091,valid,False
10124,Northwestern Mindanao Institute of Technology,Region 10,Misamis Occidental,OZAMIZ CITY,Private,8.0580847,123.7211306,valid,False
10089,Northwestern Mindanao State College of Science and Technology,Region 10,Misamis Occidental,Tangub City,Public SUC Main,8.0580847,123.7211306,valid,False
10113,Opol Community College,Region 10,Misamis Oriental,Opol,Public LUC,8.5217222,124.5724803,valid,False
10105,Oro Bible College,Region 10,Misamis Oriental,CAGAYAN DE ORO CITY,Private,8.482129,124.634589,valid,False
10125,Pangantucan Bukidnon Community College,Region 10,Bukidnon,Pangantucan,Public LUC,7.8296019,124.8284536,valid,False
10066,Philippine College Foundation,Region 10,Bukidnon,Valencia City,Private,7.9162581,125.0888347,valid,False
10103,Philippine Countryville College,Region 10,Bukidnon,Maramag,Private,7.7880663,125.0169754,valid,False
12101,Picardal Institute of Science and Technology,Region 10,Lanao Del Norte,Iligan City,Private,8.236377,124.243041,valid,False
10067,Pilgrim Christian College,Region 10,Misamis Oriental,CAGAYAN DE ORO CITY,Private,8.4840384,124.6453471,valid,False
10069,Quezon Institute of Technology,Region 10,Bukidnon,Quezon,Private,7.7254241,125.1034097,valid,False
10104,Roman C. Villalon Memorial Colleges Foundation,Region 10,Bukidnon,Kibawe,Private,7.5660341,124.9858976,valid,False
10098,STI College-Cagayan De Oro,Region 10,Misamis Oriental,CAGAYAN DE ORO CITY,Private,8.4770339,124.6485548,valid,False
10130,STI College-Iligan,Region 10,Lanao del Norte,Iligan City,Private,8.229308,124.237212,valid,False
10131,STI College-Malaybalay,Region 10,Bukidnon,Malaybalay City,Private,8.1505633,125.1303581,valid,False
10132,STI College-Valencia,Region 10,Bukidnon,Valencia City,Private,7.9862432,125.0388164,valid,False
10070,Sacred Heart College of Calamba,Region 10,Misamis Occidental,CALAMBA,Private,8.5644308,123.6446334,valid,False
10129,Salay Community College,Region 10,Misamis Oriental,Salay,Public LUC,8.8601739,124.7857681,valid,False
10077,San Agustin Institute of Technology,Region 10,Bukidnon,Valencia City,Private,7.870408,125.1433793,valid,False
10079,San Isidro College,Region 10,Bukidnon,CITY MALAYBALAY (Capital),Private,8.1515304,125.1258466,valid,False
12063,Santa Monica Institute of Technology,Region 10,Lanao Del Norte,Iligan City,Private,8.2296344,124.2346594,valid,False
10081,Southern Bukidnon Foundation Academy,Region 10,Bukidnon,Don Carlos,Private,7.7055481,124.9928284,valid,False
10082,Southern Capital Colleges,Region 10,Misamis Occidental,OROQUIETA CITY (Capital),Private,8.4839258,123.8080973,valid,False
10083,Southern De Oro Philippines College,Region 10,Misamis Oriental,CAGAYAN DE ORO CITY,Private,8.488734,124.649888,valid,False
10110,Southern Maramag Colleges,Region 10,Bukidnon,Maramag,Private,7.7577863,125.0027568,valid,False
10072,St. John Vianney Theological Seminary,Region 10,Misamis Oriental,CAGAYAN DE ORO CITY,Private,8.4713091,124.6657982,valid,False
12061,St. Michael's College,Region 10,Lanao Del Norte,Iligan City,Private,8.2286524,124.2396414,valid,False
12062,St. Peter's College,Region 10,Lanao Del Norte,Iligan City,Private,8.2318034,124.2364283,valid,False
10075,St. Peter's College of Misamis Oriental,Region 10,Misamis Oriental,Balingasag,Private,8.7440505,124.7756925,valid,False
10076,St. Rita's College of Balingasag,Region 10,Misamis Oriental,Balingasag,Private,8.7427387,124.7744357,valid,False
10085,Stella Maris College,Region 10,Misamis Occidental,OROQUIETA CITY (Capital),Private,8.4841457,123.806339,valid,True
10111,Tagoloan Community College,Region 10,Misamis Oriental,Tagoloan,Public LUC,8.5411087,124.7481475,valid,False
10120,The New El Salvador Colleges,Region 10,Misamis Oriental,El Salvador City,Private,8.5635471,124.5212802,valid,False
10133,Tubod College,Region 10,Lanao del Norte,TUBOD (Capital),Public LUC,8.0410299,123.7957779,valid,False
10140,University of Science and Technology in Southern Philippines-Alubijid,Region 10,Misamis Oriental,Alubijid,Public SUC Satellite,8.5712456,124.4739502,valid,False
10141,University of Science and Technology in Southern Philippines-Balubal,Region 10,Misamis Oriental,CAGAYAN DE ORO CITY,Public SUC Satellite,8.4858589,124.655834,valid,False
10142,University of Science and Technology in Southern Philippines-Villanueva,Region 10,Misamis Oriental,Villanueva,Public SUC Satellite,8.5769534,124.7851264,valid,False
10043,University of Science and Technology of Southern Philippines,Region 10,Misamis Oriental,CAGAYAN DE ORO CITY,Public SUC Main,8.4858589,124.655834,valid,False
10045,University of Science and Technology of Southern Philippines - Claveria,Region 10,Misamis Oriental,Claveria,Public SUC Satellite,8.6097179,124.8858658,valid,False
10043 A,University of Science and Technology of Southern Philippines - Jasaan,Region 10,Misamis Oriental,Jasaan,Public SUC Satellite,8.654638,124.7534456,valid,False
10043 B,University of Science and Technology of Southern Philippines - Oroquieta,Region 10,Misamis Occidental,OROQUIETA CITY (Capital),Public SUC Satellite,8.4980884,123.7866864,valid,False
10043 C,University of Science and Technology of Southern Philippines - Panaon,Region 10,Misamis Occidental,Panaon,Public SUC Satellite,8.3597799,123.8432972,valid,False
10091,Valencia Colleges-Bukidnon,Region 10,Bukidnon,Valencia City,Private,7.9228272,125.0953001,valid,False
10123,Vineyard International Polytechnic College,Region 10,Misamis Oriental,CAGAYAN DE ORO CITY,Private,8.4829152,124.6495451,valid,False
10093,Xavier University (Ateneo de Cagayan),Region 10,Misamis Oriental,CAGAYAN DE ORO CITY,Private,8.4766859,124.6461623,valid,False
11155,ACES Polytechnic College,Region 11,Davao del Norte,CITY OF PANABO,Private,7.3113529,125.6768283,valid,False
11162,ACQ College of Ministries,Region 11,Davao del Sur,Davao City,Private,7.1331029,125.6458973,valid,False
11002,AMA Computer College-Davao,Region 11,Davao Del Sur,Davao City,Private,7.070619,125.602822,valid,False
11189,AMYA Polytechnic College,Region 11,Davao del Sur,Davao City,Private,7.0524798,125.589674,valid,False
11122,Aces Tagum College,Region 11,Davao Del Norte,Tagum City,Private,7.457318,125.7919242,valid,False
11001,Agro-Industrial Foundation College of the Philippines-Davao,Region 11,Davao Del Sur,Davao City,Private,7.0545791,125.6030968,valid,False
11004,Arriesgado College Foundation,Region 11,Davao Del Norte,Tagum City,Private,7.4425631,125.8038974,valid,False
11175,Asian International School of Aeronautics and Technology,Region 11,Davao del Sur,Davao City,Private,7.0769659,125.6247232,valid,False
11114,Assumption College of Davao,Region 11,Davao Del Sur,Davao City,Private,7.087841,125.6238969,valid,False
11006,Assumption College of Nabunturan,Region 11,DAVAO DE ORO,NABUNTURAN (Capital),Private,7.5991881,125.9632784,valid,False
11007,Ateneo de Davao University,Region 11,Davao Del Sur,Davao City,Private,7.0711276,125.61342,valid,False
11008,Brokenshire College,Region 11,Davao Del Sur,Davao City,Private,7.0314621,125.4964001,valid,False
04467,Card-MRI Development Institute,Region 11,Davao del Norte,Tagum City,Private,7.4471733,125.8093465,valid,False
11136,Christian Colleges of Southeast Asia,Region 11,Davao Del Sur,Davao City,Private,7.0524508,125.5894634,valid,False
,Colegio de Caraga,Region 11,Davao Oriental,Caraga,Private,7.3839156,126.3931354,valid,False
11012,Cor Jesu College,Region 11,Davao Del Sur,Digos City,Private,6.7511528,125.353274,valid,False
11019,DMMA College of Southern Philippines,Region 11,Davao Del Sur,Davao City,Private,7.1149792,125.6031218,valid,False
11014,Davao Central College,Region 11,Davao Del Sur,Davao City,Private,7.0143635,125.4993428,valid,False
,Davao De Oro State College,Region 11,Davao de Oro,Compostela,Public SUC Main,7.6768873,126.0858305,valid,False
,Davao De Oro State College-Maragusan Branch,Region 11,DAVAO DE ORO,MARAGUSAN (SAN MARIANO),Public SUC Satellite,7.3521887,126.1545404,valid,False
,Davao De Oro State College-Montevista Branch,Region 11,Davao de Oro,Montevista,Public SUC Satellite,7.7141058,125.9877033,valid,False
,Davao De Oro State College-New Bataan Branch,Region 11,Davao de Oro,New Bataan,Public SUC Satellite,7.5509251,126.1351601,valid,False
11016,Davao Doctors College,Region 11,Davao Del Sur,Davao City,Private,7.0718188,125.6036513,valid,False
11018,Davao Medical School Foundation,Region 11,Davao Del Sur,Davao City,Private,7.0857759,125.6069858,valid,False
11021,Davao Oriental State University,Region 11,Davao Oriental,Mati City,Public SUC Main,6.9322763,126.2536529,valid,False
11021c,Davao Oriental State University-Banaybanay Campus,Region 11,Davao Oriental,Banaybanay,Public SUC Satellite,6.9322763,126.2536529,valid,False
11021a,Davao Oriental State University-Cateel Extension Campus,Region 11,Davao Oriental,Cateel,Public SUC Satellite,7.8090422,126.4183332,valid,False
11021b,Davao Oriental State University-San Isidro Campus,Region 11,Davao Oriental,San Isidro,Public SUC Satellite,6.8581461,126.1007535,valid,False
11158,Davao Vision Colleges,Region 11,Davao del Sur,Davao City,Private,7.0831752,125.5426711,valid,False
11137,Davao Winchester Colleges,Region 11,Davao Del Norte,Sto. Tomas,Private,7.5364087,125.6237074,valid,False
,Davao del Norte State College,Region 11,Davao Del Norte,CITY OF PANABO,Public SUC Main,7.3135965,125.6703334,valid,False
11098,Davao del Sur State College-Main,Region 11,Davao Del Sur,Digos City,Public SUC Main,6.7581586,125.3094206,valid,False
11165,Evangelical Mission College,Region 11,Davao del Sur,Davao City,Private,7.0678804,125.5574381,valid,False
11026,Evelyn E. Fabie College,Region 11,Davao Del Sur,Davao City,Private,7.0779828,125.6025307,valid,False
11154,Gabriel Taborin College of Davao Foundation,Region 11,Davao Del Sur,Davao City,Private,7.2623234,125.6644329,valid,False
11030,General Baptist Bible College,Region 11,Davao Del Sur,Davao City,Private,7.0598497,125.5252517,valid,False
,Governor Generoso College of Arts Sciences and Technology,Region 11,Davao Oriental,GOVERNOR GENEROSO,Public LUC,6.6552263,126.0721116,valid,False
11126,Holy Child College of Davao,Region 11,Davao Del Sur,Davao City,Private,7.0587198,125.5992866,valid,False
11033,Holy Cross College of Calinan,Region 11,Davao Del Sur,Davao City,Private,7.1886689,125.457088,valid,False
11144,Holy Cross College of Sasa,Region 11,Davao Del Sur,Davao City,Private,7.1170406,125.6498677,valid,False
11035,Holy Cross of Davao College,Region 11,Davao Del Sur,Davao City,Private,7.0770258,125.6162036,valid,False
